id,capacidad,estilo,servicios_tipo
1151,108,Salsa,bar
1152,185,Salsa,bar
1153,158,Jazz,bar
1154,102,Baladas,bar
1155,173,Salsa,bar
1156,10,Bachata,bar
1157,165,Crossover,bar
1158,10,Salsa,bar
1159,22,Salsa,bar
1160,99,Bachata,bar
1161,116,Salsa,bar
1162,51,Jazz,bar
1163,51,Crossover,bar
1164,143,Crossover,bar
1165,167,Jazz,bar
1166,173,Jazz,bar
1167,52,Baladas,bar
1168,128,Crossover,bar
1169,168,Jazz,bar
1170,197,Jazz,bar
1171,166,Bachata,bar
1172,144,Salsa,bar
1173,130,Bachata,bar
1174,192,Bachata,bar
1175,163,Jazz,bar
1176,149,Jazz,bar
1177,143,Baladas,bar
1178,187,Jazz,bar
1179,82,Crossover,bar
1180,166,Bachata,bar
1181,83,Bachata,bar
1182,18,Jazz,bar
1183,180,Crossover,bar
1184,25,Bachata,bar
1185,121,Baladas,bar
1186,119,Jazz,bar
1187,103,Salsa,bar
1188,141,Baladas,bar
1189,192,Baladas,bar
1190,97,Jazz,bar
1191,123,Crossover,bar
1192,102,Crossover,bar
1193,172,Bachata,bar
1194,179,Bachata,bar
1195,70,Salsa,bar
1196,197,Bachata,bar
1197,118,Salsa,bar
1198,53,Jazz,bar
1199,65,Baladas,bar
1200,147,Baladas,bar
1201,117,Jazz,bar
1202,31,Crossover,bar
1203,35,Salsa,bar
1204,74,Baladas,bar
1205,68,Salsa,bar
1206,152,Jazz,bar
1207,134,Salsa,bar
1208,124,Jazz,bar
1209,61,Crossover,bar
1210,139,Crossover,bar
1211,16,Jazz,bar
1212,10,Jazz,bar
1213,139,Bachata,bar
1214,78,Crossover,bar
1215,32,Crossover,bar
1216,92,Salsa,bar
1217,39,Bachata,bar
1218,86,Crossover,bar
1219,76,Salsa,bar
1220,89,Bachata,bar
1221,151,Bachata,bar
1222,61,Baladas,bar
1223,197,Crossover,bar
1224,19,Bachata,bar
1225,34,Crossover,bar
1226,16,Crossover,bar
1227,91,Salsa,bar
1228,112,Baladas,bar
1229,189,Salsa,bar
1230,52,Jazz,bar
1231,38,Baladas,bar
1232,58,Salsa,bar
1233,165,Crossover,bar
1234,84,Salsa,bar
1235,35,Bachata,bar
1236,18,Bachata,bar
1237,39,Salsa,bar
1238,24,Jazz,bar
1239,156,Salsa,bar
1240,110,Bachata,bar
1241,40,Bachata,bar
1242,164,Bachata,bar
1243,141,Bachata,bar
1244,12,Crossover,bar
1245,18,Salsa,bar
1246,52,Baladas,bar
1247,80,Salsa,bar
1248,182,Jazz,bar
1249,31,Baladas,bar
1250,41,Salsa,bar
1251,85,Bachata,bar
1252,29,Jazz,bar
1253,130,Salsa,bar
1254,139,Baladas,bar
1255,97,Bachata,bar
1256,122,Jazz,bar
1257,28,Jazz,bar
1258,120,Baladas,bar
1259,142,Crossover,bar
1260,68,Baladas,bar
1261,68,Salsa,bar
1262,167,Jazz,bar
1263,199,Salsa,bar
1264,150,Bachata,bar
1265,26,Salsa,bar
1266,140,Salsa,bar
1267,134,Jazz,bar
1268,82,Crossover,bar
1269,159,Crossover,bar
1270,13,Baladas,bar
1271,71,Baladas,bar
1272,104,Bachata,bar
1273,78,Jazz,bar
1274,157,Crossover,bar
1275,76,Jazz,bar
1276,96,Baladas,bar
1277,117,Jazz,bar
1278,26,Salsa,bar
1279,158,Baladas,bar
1280,72,Bachata,bar
1281,110,Crossover,bar
1282,168,Crossover,bar
1283,176,Jazz,bar
1284,156,Bachata,bar
1285,111,Salsa,bar
1286,27,Salsa,bar
1287,187,Jazz,bar
1288,197,Jazz,bar
1289,102,Crossover,bar
1290,143,Salsa,bar
1291,21,Crossover,bar
1292,197,Crossover,bar
1293,29,Baladas,bar
1294,198,Bachata,bar
1295,37,Bachata,bar
1296,54,Jazz,bar
1297,157,Crossover,bar
1298,44,Baladas,bar
1299,157,Bachata,bar
1300,77,Jazz,bar
1301,175,Baladas,bar
1302,155,Jazz,bar
1303,130,Baladas,bar
1304,37,Salsa,bar
1305,17,Baladas,bar
1306,60,Crossover,bar
1307,180,Jazz,bar
1308,21,Baladas,bar
1309,190,Crossover,bar
1310,128,Jazz,bar
1311,21,Salsa,bar
1312,176,Crossover,bar
1313,116,Bachata,bar
1314,125,Bachata,bar
1315,26,Salsa,bar
1316,138,Crossover,bar
1317,155,Baladas,bar
1318,106,Bachata,bar
1319,177,Salsa,bar
1320,158,Salsa,bar
1321,86,Baladas,bar
1322,186,Jazz,bar
1323,10,Crossover,bar
1324,89,Baladas,bar
1325,49,Bachata,bar
1326,80,Bachata,bar
1327,80,Baladas,bar
1328,19,Baladas,bar
1329,161,Salsa,bar
1330,21,Salsa,bar
1331,171,Bachata,bar
1332,38,Crossover,bar
1333,157,Baladas,bar
1334,11,Baladas,bar
1335,117,Jazz,bar
1336,45,Salsa,bar
1337,159,Bachata,bar
1338,104,Jazz,bar
1339,95,Crossover,bar
1340,19,Jazz,bar
1341,85,Crossover,bar
1342,175,Bachata,bar
1343,121,Crossover,bar
1344,177,Jazz,bar
1345,191,Bachata,bar
1346,24,Baladas,bar
1347,108,Baladas,bar
1348,155,Salsa,bar
1349,46,Jazz,bar
1350,124,Salsa,bar
1351,38,Crossover,bar
1352,85,Salsa,bar
1353,39,Baladas,bar
1354,97,Crossover,bar
1355,45,Crossover,bar
1356,99,Crossover,bar
1357,139,Bachata,bar
1358,150,Bachata,bar
1359,20,Jazz,bar
1360,124,Crossover,bar
1361,158,Baladas,bar
1362,113,Crossover,bar
1363,165,Jazz,bar
1364,102,Salsa,bar
1365,53,Jazz,bar
1366,113,Crossover,bar
1367,49,Jazz,bar
1368,34,Jazz,bar
1369,52,Crossover,bar
1370,44,Bachata,bar
1371,187,Salsa,bar
1372,102,Salsa,bar
1373,91,Crossover,bar
1374,69,Jazz,bar
1375,125,Salsa,bar
1376,37,Jazz,bar
1377,149,Jazz,bar
1378,15,Crossover,bar
1379,148,Baladas,bar
1380,136,Crossover,bar
1381,83,Baladas,bar
1382,29,Crossover,bar
1383,45,Salsa,bar
1384,170,Salsa,bar
1385,96,Salsa,bar
1386,74,Crossover,bar
1387,63,Salsa,bar
1388,95,Jazz,bar
1389,30,Salsa,bar
1390,119,Jazz,bar
1391,183,Crossover,bar
1392,105,Jazz,bar
1393,18,Bachata,bar
1394,127,Jazz,bar
1395,122,Crossover,bar
1396,16,Jazz,bar
1397,154,Salsa,bar
1398,153,Baladas,bar
1399,195,Salsa,bar
1400,132,Jazz,bar
1401,16,Salsa,bar
1402,157,Crossover,bar
1403,37,Jazz,bar
1404,97,Baladas,bar
1405,67,Crossover,bar
1406,192,Jazz,bar
1407,34,Crossover,bar
1408,186,Crossover,bar
1409,78,Baladas,bar
1410,27,Baladas,bar
1411,43,Crossover,bar
1412,54,Baladas,bar
1413,155,Bachata,bar
1414,65,Jazz,bar
1415,61,Crossover,bar
1416,175,Baladas,bar
1417,118,Jazz,bar
1418,162,Crossover,bar
1419,93,Crossover,bar
1420,99,Jazz,bar
1421,160,Baladas,bar
1422,141,Crossover,bar
1423,172,Baladas,bar
1424,32,Crossover,bar
1425,68,Baladas,bar
1426,57,Baladas,bar
1427,144,Baladas,bar
1428,61,Crossover,bar
1429,102,Bachata,bar
1430,15,Baladas,bar
1431,131,Crossover,bar
1432,130,Crossover,bar
1433,119,Baladas,bar
1434,78,Bachata,bar
1435,175,Jazz,bar
1436,116,Jazz,bar
1437,90,Baladas,bar
1438,60,Bachata,bar
1439,129,Salsa,bar
1440,113,Bachata,bar
1441,121,Bachata,bar
1442,151,Baladas,bar
1443,131,Crossover,bar
1444,111,Salsa,bar
1445,74,Bachata,bar
1446,18,Bachata,bar
1447,62,Crossover,bar
1448,134,Baladas,bar
1449,21,Salsa,bar
1450,64,Baladas,bar
1451,102,Salsa,bar
1452,27,Crossover,bar
1453,20,Crossover,bar
1454,40,Salsa,bar
1455,40,Bachata,bar
1456,151,Bachata,bar
1457,184,Salsa,bar
1458,126,Baladas,bar
1459,132,Bachata,bar
1460,123,Crossover,bar
1461,126,Jazz,bar
1462,190,Bachata,bar
1463,153,Baladas,bar
1464,111,Bachata,bar
1465,183,Baladas,bar
1466,16,Jazz,bar
1467,118,Bachata,bar
1468,198,Bachata,bar
1469,114,Baladas,bar
1470,144,Jazz,bar
1471,20,Salsa,bar
1472,32,Crossover,bar
1473,90,Salsa,bar
1474,43,Salsa,bar
1475,189,Bachata,bar
1476,197,Bachata,bar
1477,29,Baladas,bar
1478,51,Bachata,bar
1479,69,Bachata,bar
1480,86,Salsa,bar
1481,195,Jazz,bar
1482,156,Baladas,bar
1483,16,Bachata,bar
1484,178,Salsa,bar
1485,11,Jazz,bar
1486,113,Crossover,bar
1487,30,Jazz,bar
1488,140,Baladas,bar
1489,104,Salsa,bar
1490,50,Bachata,bar
1491,146,Crossover,bar
1492,61,Baladas,bar
1493,143,Crossover,bar
1494,64,Crossover,bar
1495,100,Jazz,bar
1496,127,Crossover,bar
1497,49,Bachata,bar
1498,32,Jazz,bar
1499,69,Crossover,bar
1500,135,Baladas,bar
1501,51,Baladas,bar
1502,22,Jazz,bar
1503,158,Crossover,bar
1504,78,Baladas,bar
1505,149,Baladas,bar
1506,184,Crossover,bar
1507,139,Baladas,bar
1508,112,Jazz,bar
1509,49,Bachata,bar
1510,112,Salsa,bar
1511,17,Bachata,bar
1512,50,Salsa,bar
1513,183,Bachata,bar
1514,83,Crossover,bar
1515,143,Baladas,bar
1516,95,Salsa,bar
1517,57,Baladas,bar
1518,154,Bachata,bar
1519,58,Crossover,bar
1520,48,Crossover,bar
1521,142,Crossover,bar
1522,106,Jazz,bar
1523,173,Jazz,bar
1524,79,Bachata,bar
1525,176,Bachata,bar
1526,128,Jazz,bar
1527,135,Jazz,bar
1528,63,Jazz,bar
1529,111,Bachata,bar
1530,54,Salsa,bar
1531,176,Salsa,bar
1532,184,Salsa,bar
1533,118,Bachata,bar
1534,190,Salsa,bar
1535,154,Baladas,bar
1536,96,Salsa,bar
1537,78,Crossover,bar
1538,50,Crossover,bar
1539,132,Salsa,bar
1540,198,Bachata,bar
1541,98,Bachata,bar
1542,120,Baladas,bar
1543,74,Jazz,bar
1544,64,Crossover,bar
1545,165,Baladas,bar
1546,191,Salsa,bar
1547,153,Jazz,bar
1548,147,Bachata,bar
1549,21,Bachata,bar
1550,101,Jazz,bar
1551,87,Crossover,bar
1552,60,Crossover,bar
1553,156,Salsa,bar
1554,157,Baladas,bar
1555,171,Baladas,bar
1556,73,Bachata,bar
1557,147,Crossover,bar
1558,88,Baladas,bar
1559,99,Bachata,bar
1560,171,Bachata,bar
1561,116,Salsa,bar
1562,199,Crossover,bar
1563,145,Bachata,bar
1564,137,Baladas,bar
1565,46,Crossover,bar
1566,38,Crossover,bar
1567,180,Crossover,bar
1568,167,Jazz,bar
1569,73,Jazz,bar
1570,113,Jazz,bar
1571,145,Salsa,bar
1572,165,Crossover,bar
1573,93,Salsa,bar
1574,122,Salsa,bar
1575,13,Bachata,bar
1576,173,Bachata,bar
1577,13,Baladas,bar
1578,195,Bachata,bar
1579,119,Salsa,bar
1580,33,Crossover,bar
1581,164,Jazz,bar
1582,164,Salsa,bar
1583,144,Jazz,bar
1584,19,Baladas,bar
1585,50,Bachata,bar
1586,175,Bachata,bar
1587,22,Bachata,bar
1588,191,Baladas,bar
1589,71,Salsa,bar
1590,86,Jazz,bar
1591,65,Baladas,bar
1592,61,Jazz,bar
1593,87,Baladas,bar
1594,18,Bachata,bar
1595,106,Baladas,bar
1596,138,Bachata,bar
1597,28,Crossover,bar
1598,108,Jazz,bar
1599,137,Jazz,bar
1600,70,Baladas,bar
1601,73,Jazz,bar
1602,174,Bachata,bar
1603,189,Jazz,bar
1604,12,Salsa,bar
1605,83,Salsa,bar
1606,189,Baladas,bar
1607,138,Bachata,bar
1608,155,Bachata,bar
1609,64,Jazz,bar
1610,145,Bachata,bar
1611,190,Bachata,bar
1612,34,Baladas,bar
1613,149,Baladas,bar
1614,121,Jazz,bar
1615,187,Salsa,bar
1616,80,Salsa,bar
1617,59,Crossover,bar
1618,195,Bachata,bar
1619,153,Bachata,bar
1620,82,Crossover,bar
1621,111,Jazz,bar
1622,84,Baladas,bar
1623,200,Crossover,bar
1624,103,Baladas,bar
1625,131,Crossover,bar
1626,82,Bachata,bar
1627,19,Jazz,bar
1628,185,Jazz,bar
1629,72,Jazz,bar
1630,177,Baladas,bar
1631,168,Crossover,bar
1632,133,Baladas,bar
1633,186,Salsa,bar
1634,64,Crossover,bar
1635,14,Bachata,bar
1636,151,Jazz,bar
1637,24,Crossover,bar
1638,96,Jazz,bar
1639,59,Salsa,bar
1640,11,Jazz,bar
1641,152,Jazz,bar
1642,165,Jazz,bar
1643,114,Salsa,bar
1644,10,Bachata,bar
1645,148,Bachata,bar
1646,95,Salsa,bar
1647,124,Crossover,bar
1648,164,Salsa,bar
1649,19,Jazz,bar
1650,123,Jazz,bar
1651,55,Salsa,bar
1652,71,Crossover,bar
1653,111,Bachata,bar
1654,22,Jazz,bar
1655,89,Crossover,bar
1656,125,Jazz,bar
1657,148,Bachata,bar
1658,121,Bachata,bar
1659,155,Crossover,bar
1660,26,Crossover,bar
1661,60,Crossover,bar
1662,57,Salsa,bar
1663,198,Crossover,bar
1664,200,Baladas,bar
1665,118,Crossover,bar
1666,66,Salsa,bar
1667,116,Jazz,bar
1668,193,Baladas,bar
1669,45,Salsa,bar
1670,62,Baladas,bar
1671,122,Salsa,bar
1672,150,Jazz,bar
1673,51,Bachata,bar
1674,98,Jazz,bar
1675,60,Crossover,bar
1676,64,Baladas,bar
1677,131,Salsa,bar
1678,52,Jazz,bar
1679,69,Baladas,bar
1680,185,Bachata,bar
1681,49,Baladas,bar
1682,122,Jazz,bar
1683,44,Salsa,bar
1684,117,Baladas,bar
1685,193,Baladas,bar
1686,165,Bachata,bar
1687,78,Jazz,bar
1688,54,Jazz,bar
1689,187,Crossover,bar
1690,60,Crossover,bar
1691,63,Jazz,bar
1692,67,Crossover,bar
1693,41,Bachata,bar
1694,117,Jazz,bar
1695,178,Crossover,bar
1696,186,Bachata,bar
1697,99,Bachata,bar
1698,198,Baladas,bar
1699,171,Baladas,bar
1700,172,Baladas,bar
1701,29,Salsa,bar
1702,191,Baladas,bar
1703,15,Crossover,bar
1704,181,Jazz,bar
1705,15,Bachata,bar
1706,173,Crossover,bar
1707,51,Salsa,bar
1708,28,Crossover,bar
1709,22,Bachata,bar
1710,58,Jazz,bar
1711,138,Crossover,bar
1712,76,Salsa,bar
1713,21,Bachata,bar
1714,71,Salsa,bar
1715,175,Jazz,bar
1716,144,Jazz,bar
1717,39,Salsa,bar
1718,16,Jazz,bar
1719,137,Baladas,bar
1720,152,Bachata,bar
1721,51,Salsa,bar
1722,129,Jazz,bar
1723,122,Crossover,bar
1724,152,Jazz,bar
1725,69,Salsa,bar
1726,22,Baladas,bar
1727,114,Jazz,bar
1728,125,Salsa,bar
1729,183,Bachata,bar
1730,116,Salsa,bar
1731,47,Baladas,bar
1732,104,Jazz,bar
1733,20,Bachata,bar
1734,155,Baladas,bar
1735,34,Crossover,bar
1736,130,Jazz,bar
1737,101,Crossover,bar
1738,185,Baladas,bar
1739,111,Jazz,bar
1740,137,Baladas,bar
1741,76,Bachata,bar
1742,30,Crossover,bar
1743,197,Jazz,bar
1744,47,Baladas,bar
1745,189,Jazz,bar
1746,129,Crossover,bar
1747,185,Bachata,bar
1748,95,Bachata,bar
1749,195,Jazz,bar
1750,170,Bachata,bar
1751,117,Jazz,bar
1752,23,Baladas,bar
1753,123,Baladas,bar
1754,41,Bachata,bar
1755,20,Salsa,bar
1756,24,Baladas,bar
1757,55,Salsa,bar
1758,35,Crossover,bar
1759,61,Baladas,bar
1760,163,Crossover,bar
1761,50,Salsa,bar
1762,47,Jazz,bar
1763,65,Salsa,bar
1764,183,Crossover,bar
1765,27,Salsa,bar
1766,188,Salsa,bar
1767,56,Baladas,bar
1768,46,Baladas,bar
1769,12,Crossover,bar
1770,111,Bachata,bar
1771,131,Jazz,bar
1772,110,Bachata,bar
1773,30,Salsa,bar
1774,134,Crossover,bar
1775,99,Jazz,bar
1776,19,Baladas,bar
1777,176,Baladas,bar
1778,182,Crossover,bar
1779,121,Bachata,bar
1780,156,Crossover,bar
1781,166,Salsa,bar
1782,36,Baladas,bar
1783,130,Jazz,bar
1784,147,Baladas,bar
1785,75,Baladas,bar
1786,66,Salsa,bar
1787,45,Bachata,bar
1788,84,Jazz,bar
1789,80,Baladas,bar
1790,141,Crossover,bar
1791,29,Baladas,bar
1792,62,Jazz,bar
1793,168,Bachata,bar
1794,166,Crossover,bar
1795,57,Jazz,bar
1796,86,Baladas,bar
1797,142,Crossover,bar
1798,167,Baladas,bar
1799,116,Baladas,bar
1800,152,Salsa,bar
1801,23,Crossover,bar
1802,115,Salsa,bar
1803,74,Crossover,bar
1804,168,Baladas,bar
1805,51,Salsa,bar
1806,94,Baladas,bar
1807,89,Baladas,bar
1808,88,Jazz,bar
1809,76,Bachata,bar
1810,74,Crossover,bar
1811,119,Baladas,bar
1812,89,Salsa,bar
1813,169,Jazz,bar
1814,94,Jazz,bar
1815,23,Bachata,bar
1816,147,Baladas,bar
1817,83,Baladas,bar
1818,54,Jazz,bar
1819,67,Salsa,bar
1820,46,Salsa,bar
1821,180,Bachata,bar
1822,155,Salsa,bar
1823,179,Baladas,bar
1824,68,Jazz,bar
1825,122,Bachata,bar
1826,186,Jazz,bar
1827,57,Baladas,bar
1828,186,Salsa,bar
1829,163,Jazz,bar
1830,85,Baladas,bar
1831,94,Crossover,bar
1832,189,Bachata,bar
1833,26,Jazz,bar
1834,186,Baladas,bar
1835,183,Baladas,bar
1836,91,Crossover,bar
1837,32,Baladas,bar
1838,173,Jazz,bar
1839,89,Baladas,bar
1840,135,Crossover,bar
1841,131,Baladas,bar
1842,137,Salsa,bar
1843,66,Baladas,bar
1844,88,Salsa,bar
1845,60,Bachata,bar
1846,76,Salsa,bar
1847,185,Baladas,bar
1848,73,Salsa,bar
1849,136,Baladas,bar
1850,87,Salsa,bar
1851,122,Crossover,bar
1852,77,Jazz,bar
1853,192,Baladas,bar
1854,90,Bachata,bar
1855,21,Baladas,bar
1856,174,Salsa,bar
1857,132,Salsa,bar
1858,183,Bachata,bar
1859,15,Baladas,bar
1860,136,Salsa,bar
1861,23,Bachata,bar
1862,180,Salsa,bar
1863,112,Bachata,bar
1864,72,Jazz,bar
1865,63,Baladas,bar
1866,36,Bachata,bar
1867,81,Baladas,bar
1868,25,Crossover,bar
1869,36,Jazz,bar
1870,104,Crossover,bar
1871,46,Bachata,bar
1872,114,Jazz,bar
1873,41,Jazz,bar
1874,116,Baladas,bar
1875,121,Baladas,bar
1876,26,Salsa,bar
1877,179,Salsa,bar
1878,48,Bachata,bar
1879,159,Crossover,bar
1880,35,Crossover,bar
1881,26,Jazz,bar
1882,171,Baladas,bar
1883,18,Baladas,bar
1884,29,Jazz,bar
1885,129,Bachata,bar
1886,189,Jazz,bar
1887,61,Crossover,bar
1888,48,Salsa,bar
1889,43,Crossover,bar
1890,46,Baladas,bar
1891,184,Crossover,bar
1892,32,Salsa,bar
1893,111,Salsa,bar
1894,95,Crossover,bar
1895,67,Jazz,bar
1896,141,Salsa,bar
1897,173,Jazz,bar
1898,120,Jazz,bar
1899,16,Crossover,bar
1900,102,Jazz,bar
1901,64,Jazz,bar
1902,196,Bachata,bar
1903,20,Crossover,bar
1904,123,Baladas,bar
1905,80,Jazz,bar
1906,42,Salsa,bar
1907,173,Baladas,bar
1908,103,Crossover,bar
1909,162,Salsa,bar
1910,104,Crossover,bar
1911,83,Bachata,bar
1912,38,Jazz,bar
1913,155,Jazz,bar
1914,143,Crossover,bar
1915,10,Salsa,bar
1916,163,Crossover,bar
1917,39,Baladas,bar
1918,15,Jazz,bar
1919,138,Crossover,bar
1920,25,Crossover,bar
1921,112,Salsa,bar
1922,115,Salsa,bar
1923,159,Crossover,bar
1924,104,Jazz,bar
1925,184,Baladas,bar
1926,80,Crossover,bar
1927,47,Bachata,bar
1928,193,Salsa,bar
1929,200,Baladas,bar
1930,99,Jazz,bar
1931,135,Salsa,bar
1932,72,Jazz,bar
1933,45,Bachata,bar
1934,163,Bachata,bar
1935,107,Bachata,bar
1936,20,Jazz,bar
1937,46,Bachata,bar
1938,155,Crossover,bar
1939,173,Bachata,bar
1940,190,Crossover,bar
1941,147,Baladas,bar
1942,104,Salsa,bar
1943,145,Baladas,bar
1944,98,Baladas,bar
1945,190,Crossover,bar
1946,47,Baladas,bar
1947,22,Jazz,bar
1948,142,Crossover,bar
1949,78,Jazz,bar
1950,26,Crossover,bar
1951,108,Jazz,bar
1952,194,Crossover,bar
1953,135,Jazz,bar
1954,11,Crossover,bar
1955,178,Salsa,bar
1956,174,Bachata,bar
1957,10,Baladas,bar
1958,117,Salsa,bar
1959,28,Crossover,bar
1960,163,Baladas,bar
1961,190,Bachata,bar
1962,178,Bachata,bar
1963,121,Crossover,bar
1964,126,Bachata,bar
1965,191,Jazz,bar
1966,198,Jazz,bar
1967,15,Crossover,bar
1968,171,Bachata,bar
1969,162,Bachata,bar
1970,64,Baladas,bar
1971,72,Crossover,bar
1972,164,Baladas,bar
1973,11,Crossover,bar
1974,43,Bachata,bar
1975,102,Crossover,bar
1976,137,Jazz,bar
1977,15,Crossover,bar
1978,43,Crossover,bar
1979,43,Jazz,bar
1980,42,Bachata,bar
1981,49,Crossover,bar
1982,76,Baladas,bar
1983,129,Baladas,bar
1984,91,Crossover,bar
1985,117,Bachata,bar
1986,100,Salsa,bar
1987,163,Bachata,bar
1988,110,Baladas,bar
1989,197,Baladas,bar
1990,61,Salsa,bar
1991,59,Bachata,bar
1992,189,Bachata,bar
1993,94,Crossover,bar
1994,115,Crossover,bar
1995,179,Salsa,bar
1996,86,Salsa,bar
1997,44,Jazz,bar
1998,199,Baladas,bar
1999,193,Jazz,bar
2000,16,Bachata,bar
2001,36,Salsa,bar
2002,126,Salsa,bar
2003,39,Salsa,bar
2004,133,Jazz,bar
2005,141,Salsa,bar
2006,112,Jazz,bar
2007,44,Bachata,bar
2008,103,Bachata,bar
2009,28,Salsa,bar
2010,41,Salsa,bar
2011,197,Salsa,bar
2012,199,Baladas,bar
2013,152,Baladas,bar
2014,163,Baladas,bar
2015,118,Baladas,bar
2016,145,Crossover,bar
2017,190,Salsa,bar
2018,51,Salsa,bar
2019,20,Baladas,bar
2020,102,Jazz,bar
2021,142,Salsa,bar
2022,165,Salsa,bar
2023,123,Crossover,bar
2024,48,Bachata,bar
2025,81,Jazz,bar
2026,62,Crossover,bar
2027,35,Jazz,bar
2028,184,Baladas,bar
2029,144,Baladas,bar
2030,129,Crossover,bar
2031,69,Salsa,bar
2032,42,Crossover,bar
2033,87,Salsa,bar
2034,67,Jazz,bar
2035,165,Jazz,bar
2036,194,Baladas,bar
2037,116,Salsa,bar
2038,138,Jazz,bar
2039,138,Crossover,bar
2040,182,Salsa,bar
2041,137,Baladas,bar
2042,132,Baladas,bar
2043,142,Crossover,bar
2044,79,Crossover,bar
2045,163,Baladas,bar
2046,185,Bachata,bar
2047,96,Baladas,bar
2048,99,Crossover,bar
2049,165,Salsa,bar
2050,90,Crossover,bar
2051,178,Bachata,bar
2052,117,Baladas,bar
2053,122,Jazz,bar
2054,119,Bachata,bar
2055,108,Bachata,bar
2056,49,Jazz,bar
2057,13,Bachata,bar
2058,89,Bachata,bar
2059,13,Crossover,bar
2060,92,Bachata,bar
2061,163,Jazz,bar
2062,43,Salsa,bar
2063,149,Salsa,bar
2064,165,Jazz,bar
2065,159,Bachata,bar
2066,200,Salsa,bar
2067,197,Baladas,bar
2068,100,Baladas,bar
2069,57,Crossover,bar
2070,173,Salsa,bar
2071,143,Crossover,bar
2072,121,Bachata,bar
2073,199,Baladas,bar
2074,58,Baladas,bar
2075,99,Bachata,bar
2076,119,Jazz,bar
2077,57,Salsa,bar
2078,37,Crossover,bar
2079,192,Crossover,bar
2080,82,Salsa,bar
2081,33,Crossover,bar
2082,143,Jazz,bar
2083,136,Salsa,bar
2084,121,Bachata,bar
2085,112,Bachata,bar
2086,114,Salsa,bar
2087,71,Crossover,bar
2088,102,Crossover,bar
2089,184,Crossover,bar
2090,195,Jazz,bar
2091,26,Crossover,bar
2092,82,Salsa,bar
2093,130,Bachata,bar
2094,153,Jazz,bar
2095,135,Jazz,bar
2096,52,Bachata,bar
2097,154,Bachata,bar
2098,79,Bachata,bar
2099,144,Salsa,bar
2100,176,Salsa,bar
2101,149,Jazz,bar
2102,82,Crossover,bar
2103,30,Salsa,bar
2104,130,Crossover,bar
2105,42,Jazz,bar
2106,40,Bachata,bar
2107,200,Bachata,bar
2108,168,Bachata,bar
2109,193,Crossover,bar
2110,185,Bachata,bar
2111,132,Crossover,bar
2112,85,Bachata,bar
2113,140,Jazz,bar
2114,27,Jazz,bar
2115,156,Salsa,bar
2116,103,Crossover,bar
2117,76,Salsa,bar
2118,155,Baladas,bar
2119,80,Salsa,bar
2120,28,Baladas,bar
2121,145,Crossover,bar
2122,126,Crossover,bar
2123,81,Bachata,bar
2124,63,Bachata,bar
2125,149,Crossover,bar
2126,123,Salsa,bar
2127,152,Jazz,bar
2128,175,Salsa,bar
2129,63,Jazz,bar
2130,177,Jazz,bar
2131,97,Jazz,bar
2132,39,Bachata,bar
2133,187,Salsa,bar
2134,40,Jazz,bar
2135,144,Jazz,bar
2136,171,Salsa,bar
2137,58,Salsa,bar
2138,179,Salsa,bar
2139,127,Salsa,bar
2140,165,Salsa,bar
2141,40,Salsa,bar
2142,123,Jazz,bar
2143,186,Jazz,bar
2144,75,Crossover,bar
2145,52,Salsa,bar
2146,22,Crossover,bar
2147,146,Crossover,bar
2148,58,Bachata,bar
2149,159,Baladas,bar
2150,40,Jazz,bar
2151,15,Bachata,bar
2152,34,Baladas,bar
2153,58,Salsa,bar
2154,77,Salsa,bar
2155,32,Baladas,bar
2156,151,Salsa,bar
2157,47,Baladas,bar
2158,29,Crossover,bar
2159,137,Jazz,bar
2160,34,Salsa,bar
2161,175,Salsa,bar
2162,194,Salsa,bar
2163,115,Baladas,bar
2164,56,Salsa,bar
2165,118,Salsa,bar
2166,123,Crossover,bar
2167,20,Bachata,bar
2168,73,Salsa,bar
2169,161,Jazz,bar
2170,96,Salsa,bar
2171,187,Jazz,bar
2172,140,Baladas,bar
2173,137,Bachata,bar
2174,54,Baladas,bar
2175,134,Jazz,bar
2176,199,Jazz,bar
2177,44,Bachata,bar
2178,191,Bachata,bar
2179,133,Crossover,bar
2180,191,Crossover,bar
2181,92,Bachata,bar
2182,48,Jazz,bar
2183,135,Crossover,bar
2184,88,Baladas,bar
2185,85,Crossover,bar
2186,176,Baladas,bar
2187,71,Salsa,bar
2188,99,Bachata,bar
2189,128,Salsa,bar
2190,99,Crossover,bar
2191,17,Jazz,bar
2192,155,Bachata,bar
2193,170,Salsa,bar
2194,98,Bachata,bar
2195,72,Jazz,bar
2196,30,Salsa,bar
2197,155,Bachata,bar
2198,103,Jazz,bar
2199,125,Crossover,bar
2200,45,Jazz,bar
2201,192,Crossover,bar
2202,161,Bachata,bar
2203,145,Bachata,bar
2204,148,Jazz,bar
2205,160,Baladas,bar
2206,159,Jazz,bar
2207,125,Baladas,bar
2208,41,Crossover,bar
2209,130,Baladas,bar
2210,130,Crossover,bar
2211,52,Crossover,bar
2212,108,Crossover,bar
2213,171,Crossover,bar
2214,191,Salsa,bar
2215,124,Crossover,bar
2216,72,Baladas,bar
2217,63,Bachata,bar
2218,139,Jazz,bar
2219,88,Baladas,bar
2220,170,Bachata,bar
2221,125,Crossover,bar
2222,88,Jazz,bar
2223,32,Jazz,bar
2224,35,Crossover,bar
2225,187,Crossover,bar
